0:
25.837639	3.092560	
25.969796	3.576002	
25.512801	4.062490	
24.845028	3.968191	
24.750803	3.366850	
25.357482	2.893813	
*
1:
11.971813	3.269377	
11.627217	3.344550	
12.263577	2.566316	
11.144064	2.332879	
11.046183	2.767130	
11.813859	2.092309	
*
2:
12.113656	16.416718	
12.162198	15.642501	
12.623271	16.788465	
12.694657	15.445422	
13.321017	16.210119	
*
3:
16.520314	7.310736	
16.404502	6.116049	
16.398027	6.111638	
16.360774	7.430530	
15.475876	7.017939	
15.550427	6.449734	
*
4:
30.347724	9.765355	
30.629291	9.920143	
30.618167	10.741482	
29.517639	10.490757	
29.783329	11.050793	
29.712689	9.966143	
*
5:
30.523227	28.269471	
30.126007	27.806413	
30.414223	28.739654	
29.298811	28.465214	
29.812865	29.040333	
29.429795	27.920902	
*
6:
5.312418	3.372359	
5.295707	3.462238	
4.595765	2.593075	
4.554645	3.853566	
3.988028	3.113394	
4.319485	2.652210	
*
7:
6.785474	30.840857	
6.434317	31.525069	
5.680496	31.467529	
5.950012	30.347593	
5.554121	30.674746	
6.728461	30.677966	
5.496880	31.263307	
*
8:
10.783123	5.825361	
11.490580	5.661270	
11.923619	6.389701	
10.669628	6.376973	
11.269148	6.893489	
11.892223	6.559844	
*
9:
29.591793	16.889453	
30.190763	16.727367	
30.823962	17.200364	
30.300660	17.870933	
29.435805	17.358978	
30.824479	17.300292	
*
10:
3.334408	3.784994	
3.650387	3.191606	
2.979891	2.603508	
2.484453	3.685507	
2.722571	3.914957	
2.713182	2.677375	
*
11:
27.315285	5.341009	
27.991910	5.637925	
26.849914	5.832418	
26.989669	6.383579	
27.608331	6.620264	
28.083016	6.196984	
*
12:
28.901403	24.972384	
29.686733	25.298755	
28.367484	25.616256	
28.863567	26.147012	
29.662242	25.748232	
*
13:
22.372614	27.392596	
22.270129	27.243190	
21.652596	27.114454	
21.918847	28.501441	
21.887483	28.511956	
22.383907	27.956340	
21.293022	28.119503	
21.325273	27.329335	
*
14:
1.118368	8.438620	
0.438117	8.614455	
1.619433	8.979135	
1.132573	9.598193	
0.662759	9.506975	
0.297149	8.870842	
*
15:
31.721554	28.496221	
31.117888	28.082440	
30.523227	28.269471	
31.008308	29.272058	
30.414223	28.739654	
31.438115	29.190066	
31.725849	28.794282	
*
16:
9.254787	30.265845	
8.556283	29.705978	
8.491639	30.967937	
7.920437	30.195006	
8.008995	30.758230	
*
17:
10.776266	27.676479	
11.130135	28.387242	
10.107354	27.571961	
9.736628	27.930100	
9.691890	28.168479	
10.597857	28.738526	
11.129306	28.392662	
*
18:
10.213073	15.509956	
10.061394	16.074986	
9.400868	14.958203	
9.480052	16.251211	
9.021144	15.769755	
