1000	31.622777	31.622777
25.350288	3.507424
11.645720	2.706119
12.625394	16.163192
16.076229	6.763321
30.132264	10.410376
29.895382	28.381442
4.648137	3.245446
6.107623	30.976132
11.278153	6.257072
30.116742	17.297659
2.994519	3.279914
27.499957	5.980658
29.053426	25.570968
21.792046	27.776656
0.958818	8.990197
31.037755	28.646283
8.516947	30.348221
10.427611	28.140318
9.618589	15.651251
29.290597	22.420549
11.170746	14.230249
8.988774	22.598427
3.889602	8.403753
15.068253	17.439961
26.433953	21.127493
27.647635	27.943625
5.277051	25.515628
25.061050	15.249878
12.174769	14.945715
5.977922	3.492688
11.566031	26.377349
0.664078	16.688920
22.608261	8.357742
13.989031	18.039213
20.491559	18.040794
5.450818	5.184396
28.381442	21.543965
10.739885	25.958347
12.373360	24.999386
31.504191	16.040653
18.533777	17.163420
15.265895	30.911264
20.609544	0.849355
14.364646	13.700568
24.231917	6.125948
6.407723	23.561024
25.436571	11.036349
22.222748	17.980711
12.447515	11.392105
19.910491	25.290316
26.076932	4.190018
25.202942	4.550850
3.431071	28.132413
0.495553	23.557071
25.484005	16.392457
12.732215	4.980587
3.162278	0.616644
20.527135	21.325610
4.873860	11.301190
13.222273	18.866939
17.333709	27.570602
16.866798	26.729152
22.654557	28.512518
19.451960	10.463186
8.814849	7.198135
9.862828	7.726377
6.217828	8.312837
24.630190	10.542243
16.954820	9.990094
28.048992	2.539941
13.317142	2.288698
21.764376	0.976353
2.525869	26.053215
18.206814	20.187190
16.281777	27.855713
0.786617	28.626519
31.207728	13.463397
7.125260	24.777252
20.336924	14.833786
16.874704	28.650236
19.812460	13.865813
22.254529	29.156200
8.925718	26.090720
18.744401	24.756681
25.020510	22.656913
9.853025	17.845998
1.173692	5.337355
9.783297	14.036560
26.167848	0.351803
1.325152	10.763033
28.065214	28.851831
3.599984	9.234167
22.681595	0.904334
30.530169	22.827186
30.733386	22.045028
20.205847	26.638395
13.786313	12.638991
30.678046	15.356811
8.182393	20.353210
7.391824	23.819856
26.228721	11.593068
18.700920	23.266458
4.359990	4.790851
14.810638	11.956888
8.810896	28.713481
1.255266	24.143215
13.902163	27.634354
18.142619	2.161527
18.987169	30.784001
19.268691	2.551025
6.946876	3.666977
15.416104	16.364787
15.018922	24.902937
9.016444	27.875478
26.430080	17.178441
29.056272	19.534812
11.633229	4.672265
30.053496	18.969713
16.709317	24.161019
9.819615	0.689377
24.478733	17.996048
8.721325	23.672811
7.938424	28.346657
30.895453	19.195025
3.353169	20.957837
17.522971	29.440805
13.672803	23.629914
5.731628	6.249451
9.407776	2.308874
15.902920	11.613054
9.898340	31.219384
31.124718	0.419002
10.510620	30.559461
1.336062	7.154653
16.605911	13.412010
19.210837	14.767837
27.579299	26.865857
25.247546	30.181569
27.554348	30.404509
31.223438	31.032854
27.515768	20.914514
30.209393	14.054775
19.594263	7.277191
15.416104	13.680899
8.548285	6.046844
25.321938	24.946418
24.310010	16.103899
23.538098	6.923728
