0	0.653667	59.344773	1.203809	1.217933	1.036536	1.138341	1.093629	0.943913	
1	0.200683	61.382640	0.834101	1.262820	0.773135	1.016536	1.127842	
2	61.450376	0.402998	1.219183	1.172427	0.918704	1.114963	0.747665	1.506357	
3	62.549852	61.862057	1.280755	0.941622	0.916319	1.091014	1.016536	1.263490	
4	4.411377	8.874142	1.094480	0.936928	1.306624	0.816059	1.427635	1.090058	
5	60.478560	9.451257	1.223015	1.317016	0.777511	1.258223	1.058367	0.980115	
6	2.724571	8.740615	0.986455	1.120831	1.114573	1.006893	1.160803	1.084909	
7	1.628573	5.707911	1.367551	0.892276	1.306705	1.187993	1.124281	0.821829	
8	4.324415	15.392387	1.080081	1.051714	1.033879	1.388378	1.062676	0.956473	
9	62.340351	10.826848	1.070959	1.221436	1.250204	1.424748	1.208524	1.110827	1.204944	1.225612	
10	61.419338	11.913881	0.908249	1.424748	1.141442	1.030837	1.099830	1.023805	
11	62.327277	11.937598	0.860281	1.110827	1.138590	1.027273	0.908249	
12	0.960542	11.601606	1.346552	0.962070	1.298955	0.912586	1.359119	1.053758	1.173084	
13	4.948158	16.117497	1.115156	1.056743	1.395677	1.110435	0.939646	0.956473	
14	0.090626	18.956273	1.194623	0.963601	1.030839	0.776659	1.077342	
15	62.408361	19.405475	1.238573	0.894593	1.034354	1.288595	1.030839	1.082329	
16	61.291724	24.699602	1.041735	1.072012	0.923298	1.313990	1.075905	1.432629	
17	59.351999	28.164035	0.929376	1.272202	1.192070	0.783512	1.195833	1.387309	
18	62.012265	21.661602	0.875648	1.162063	0.970003	1.498909	1.211520	0.901951	
19	61.932436	26.835088	0.995160	1.091469	1.146126	0.887279	1.303757	1.212438	
20	58.958232	26.954306	1.134071	0.854624	0.973877	1.272202	1.246022	1.133577	
21	4.457594	25.790746	1.056790	1.006054	1.024454	0.986097	0.981481	
22	57.200591	29.272256	1.038746	0.877131	1.082322	1.074085	1.421192	1.049428	
23	61.863021	31.508935	1.033700	1.045282	1.292058	0.863969	0.945241	
24	3.624144	37.764236	0.966402	1.124880	0.955292	0.825616	1.170974	
25	2.175078	31.418019	1.163752	0.946152	1.001644	1.056311	1.126949	1.137937	
26	63.138826	33.073471	0.999508	1.111991	1.051138	1.146776	1.141764	1.083420	
27	62.300823	36.227843	0.927212	1.033636	1.195919	1.280820	0.968654	1.063206	
28	0.470389	44.860861	1.234005	0.872299	1.197330	1.012307	0.790905	
29	0.487840	41.265826	1.226412	1.060549	1.229593	0.829495	1.229253	0.997207	
30	2.529822	41.904132	1.191703	0.856191	0.849090	1.352157	1.290353	1.147714	
31	3.992376	46.070433	1.209597	0.824052	1.392272	1.073582	0.964464	1.157506	
32	62.626596	42.550027	0.874518	1.195522	0.987839	1.151285	1.127291	1.378102	
33	0.537182	47.569985	1.091482	1.078574	0.850001	1.030537	1.048198	1.415360	
34	62.819417	37.914602	0.949237	1.017115	1.049778	0.955586	1.468512	1.336211	1.591619	
35	0.310442	43.302017	1.244465	1.032299	1.128471	1.195522	0.780433	1.387189	
36	1.774828	45.939989	1.322002	1.064194	1.007396	1.002450	0.850781	
37	3.075315	43.141373	1.321803	0.923004	1.198880	0.882787	1.001888	1.352157	
38	1.108726	52.426295	1.044900	0.919100	1.425992	0.935380	1.023521	1.206337	
39	61.363998	51.956222	1.051792	0.997547	0.895545	1.010916	1.159768	
40	6.115766	49.349715	1.023925	1.262379	1.048583	1.084262	1.121081	0.929054	
41	60.296729	50.517386	1.048006	1.076198	1.229393	1.433947	0.929953	0.900148	
42	61.786953	57.521831	1.179248	0.796428	1.080719	0.785909	1.267878	
43	5.103126	57.150263	1.174162	1.082250	0.682333	1.013483	1.194584	
44	61.913747	61.167779	1.187511	0.817439	0.940693	0.941622	1.226809	
45	60.897562	59.604981	1.244821	1.062853	1.134088	1.021284	1.192481	0.948063	
46	62.546203	57.762322	1.274584	1.086390	1.243791	0.796428	1.149675	1.066948	
47	3.415260	54.296307	0.951562	1.061710	1.006758	0.980218	0.998162	
48	61.277035	3.703818	1.019394	1.120003	1.099346	1.452164	0.938250	0.953416	
49	5.811697	62.140811	1.046122	1.285837	1.035590	0.994032	0.994083	1.151359	
50	4.039810	2.798616	1.052683	1.078682	1.084702	0.957348	1.002559	1.349288	
51	3.110891	0.462483	0.991603	1.256585	1.078838	0.973565	0.757059	
52	2.404485	3.260625	0.881008	1.053676	1.346329	1.110665	0.921232	1.109717	
53	62.514759	7.448713	1.258960	0.991298	0.935217	1.132357	0.930547	
54	1.838074	8.115195	1.027771	1.084909	1.195042	1.324773	0.871672	1.050268	
55	3.549451	8.199628	1.279998	0.941555	0.996784	0.986455	1.236040	1.094480	
56	0.168249	7.688794	1.229444	0.930547	1.476585	0.997072	1.135438	1.163919	1.181296	
57	4.284886	10.174628	0.902722	1.306624	1.219060	0.972794	1.335021	0.971540	
58	4.394412	7.784215	1.238289	0.765239	1.090058	0.941555	1.104621	
59	61.273083	13.716379	1.060579	0.964446	1.060879	1.047631	1.217888	1.116930	
60	61.933208	12.886281	1.027273	0.953628	1.060579	1.195140	1.099830	1.130576	
61	0.730794	17.128319	0.973574	1.146112	1.223748	0.810489	1.286128	1.381489	
62	0.304369	10.629206	1.320618	0.790816	1.155327	1.173084	0.769791	1.225612	
63	2.369779	18.682578	1.065562	0.966873	1.032277	1.080450	1.225654	1.112693	
64	5.262109	20.768891	1.167308	0.934446	1.126399	1.081555	1.200826	1.124755	
65	1.907502	15.225561	1.174189	1.100667	1.013895	0.837737	1.041219	
66	3.054839	16.993131	1.010502	1.111473	0.927427	1.017580	1.216177	1.341420	
67	0.293929	23.739377	1.122889	0.977845	0.872022	1.087337	1.152203	
68	4.435094	26.776586	1.504436	1.505998	0.914509	1.046546	1.300180	1.069388	0.986097	
69	1.557422	17.922209	0.945587	1.112693	1.172104	0.912632	1.146112	1.263879	
70	55.663993	27.658071	0.815102	1.237344	1.249978	1.428488	1.118863	0.927530	1.356273	
71	5.300673	25.153547	1.235776	0.996176	1.056790	1.105639	1.047329	1.266865	1.369734	
72	62.624956	26.120413	1.183777	1.040272	0.995160	0.928927	0.832204	
73	1.436523	34.563379	1.249997	1.008725	1.039593	1.160288	1.118410	0.993092	
74	2.624690	25.563062	1.046310	0.969060	1.001031	1.183018	0.870524	
75	0.248740	30.710776	1.408857	1.267912	1.331627	1.075348	0.833863	0.916675	
76	0.306586	32.041146	1.076106	1.274703	1.111991	1.030937	1.040313	1.200751	1.331627	
77	1.759017	33.492473	1.197966	1.077145	1.178903	1.118410	1.123680	1.062346	1.290791	
78	60.352876	31.912599	1.229291	1.194054	0.996689	0.906964	1.134721	1.019619	
79	61.020100	36.212032	1.157671	0.945921	1.017419	0.909876	1.280820	1.243496	
80	3.857979	38.690467	0.991165	0.955292	1.145678	1.032778	1.131536	1.198270	
81	3.280863	41.493036	1.399833	1.111341	1.087579	0.995259	0.856191	1.049953	
82	5.747440	37.306971	1.352456	1.297353	1.011439	1.061374	1.007824	1.430829	0.907794	
83	62.715872	38.959261	1.126700	1.042156	1.176283	0.981270	1.295021	1.049778	
84	4.794092	44.054955	0.969049	1.158576	0.927284	1.142354	1.136961	1.133682	
85	1.610063	47.459305	0.888959	1.169051	1.079307	1.078574	1.301506	1.071961	
86	3.616855	48.212876	1.160617	1.072175	1.050726	1.059864	1.118958	1.009858	
87	62.439172	48.714887	1.107636	0.960525	0.896436	1.067564	1.057747	
88	3.638643	43.969890	1.101292	1.158576	1.435732	1.471049	0.955734	1.125558	1.001888	
89	4.727605	51.968080	1.273700	0.811498	1.091571	1.032064	1.091519	1.210965	
90	62.331331	52.199875	1.418222	0.885556	1.106798	1.204816	0.997547	0.987423	
91	0.987198	50.878202	0.788662	0.830820	1.389568	0.891239	
92	3.012069	53.383200	1.139018	1.230824	1.152674	0.998162	1.350307	1.056468	1.161095	
93	5.158465	54.845753	1.125708	1.093498	1.328686	1.133006	0.876753	1.025223	
94	0.991252	57.417634	1.024681	0.797932	1.230157	1.083897	0.906375	
95	2.897437	59.371763	1.166110	0.948724	0.953562	1.164501	1.084551	1.157897	
96	0.480423	0.958803	1.203390	1.097613	1.010793	1.173147	1.045619	0.940942	
97	58.936950	60.126757	1.057777	1.048995	1.150893	1.059593	0.948321	1.120916	
98	1.549516	56.703591	1.099147	0.909129	1.266596	0.906375	0.967511	1.507375	
99	59.280848	62.573569	1.355873	1.203999	1.155184	0.980928	1.233960	0.988397	1.169201	
100	61.739424	1.275046	0.918704	0.991438	1.024686	0.867636	1.220685	
101	62.275659	1.957134	1.346924	0.867636	0.997141	0.998414	0.972316	1.253856	
102	2.838144	6.553820	1.062368	1.037500	1.070688	0.946465	0.936301	
103	60.944996	7.368107	1.124792	0.833465	1.163534	1.192686	0.763841	
104	60.949044	5.493493	1.065870	1.081850	0.974647	1.317459	1.249866	0.923095	
105	1.922428	6.793110	1.357343	0.946465	1.089570	1.158620	1.161762	1.324773	1.124281	
106	10.431563	14.107711	1.286954	1.235725	1.115206	0.986986	0.767066	1.267632	
107	1.490223	12.344741	1.226987	1.200501	1.102841	1.118470	1.218561	0.912586	
