0:
0.241227	58.832576	
0.021277	59.256819	
0.636228	58.714324	
1.289895	59.141347	
1.142082	59.741879	
0.289559	59.883879	
*
1:
0.390027	60.766237	
-0.425992	61.288632	
0.664906	60.917257	
0.502785	61.951690	
-0.076546	61.942005	
*
2:
61.802002	-0.098982	
62.127889	0.183813	
61.968880	0.715063	
61.174562	0.978346	
60.697065	0.303537	
60.713649	0.242151	
*
3:
61.909831	61.809908	
61.907581	62.124132	
62.578298	61.197452	
62.804519	62.435398	
63.169007	61.942005	
62.819561	61.288632	
*
4:
4.139753	8.333274	
3.774317	8.800246	
4.306347	9.520321	
4.670820	9.555771	
4.930218	9.389381	
4.717765	8.324277	
*
5:
60.089789	8.949713	
59.733204	9.427729	
59.901659	9.770368	
60.943114	9.901649	
61.143308	9.563050	
60.701724	8.903875	
*
6:
2.948682	8.182963	
3.376483	8.835261	
2.458461	8.176821	
2.490160	9.289729	
3.025889	9.309251	
2.088114	8.701766	
*
7:
1.988497	5.123805	
1.867675	5.034883	
2.149441	6.149253	
1.080355	6.096411	
1.379213	6.357819	
1.020033	5.635488	
*
8:
4.923336	15.508020	
4.750869	14.936029	
4.016363	14.801192	
3.724162	15.418624	
4.145626	16.064082	
4.250896	16.086457	
*
9:
62.180038	10.216646	
61.702808	10.722099	
62.573180	10.215373	
61.753119	11.262993	
61.887642	11.376971	
62.996771	11.044027	
62.625436	11.385656	
62.914926	10.543140	
*
10:
61.887642	11.376971	
61.863501	12.301140	
61.753119	11.262993	
60.852103	12.227936	
61.371298	12.561247	
60.955035	11.529077	
*
11:
62.625436	11.385656	
62.865659	12.287813	
61.887642	11.376971	
62.426551	12.535022	
61.863501	12.301140	
*
12:
1.514831	11.194006	
1.638532	11.304557	
0.688695	11.077456	
0.836807	12.250137	
0.486660	12.114632	
1.640513	11.677283	
0.394856	11.275737	
*
13:
5.385403	15.690881	
4.923336	15.508020	
5.536442	16.289141	
4.735504	16.785040	
4.780411	16.795065	
4.250896	16.086457	
*
14:
-0.180482	18.360097	
-0.561136	18.792866	
0.567857	18.605903	
-0.268281	19.397755	
0.704908	19.263591	
*
15:
62.258348	18.782264	
62.684417	18.792866	
