0.64032130,59.31609098,0.09499482,0.08017130,0.00399055
0.18715652,61.39913351,0.05344232,0.07313430,-0.01103347
61.45788006,0.42149417,0.10745562,0.05406581,-0.01299235
62.54779620,61.85013831,0.08355511,0.07306457,-0.00316397
4.40775729,8.91875147,0.06569543,0.10042863,0.01880542
60.44145714,9.42203780,0.10984159,0.06036361,0.01008466
2.73201843,8.74851806,0.08039420,0.08276920,0.00929108
1.61290837,5.76404442,0.07634479,0.09039418,-0.01551366
4.31449893,15.39192749,0.07364168,0.08638506,-0.00339137
62.34111400,10.83967748,0.12277112,0.10849633,-0.01151417
61.41210909,11.90912370,0.07222071,0.09454030,-0.01312673
62.32135315,11.92906093,0.05770656,0.08285568,0.01028333
0.97053745,11.60273328,0.10786605,0.08244131,-0.01560727
4.92779020,16.12850540,0.08001835,0.07818019,-0.01123288
0.07277088,18.90953028,0.08341447,0.05463458,0.00830378
62.43893914,19.42928034,0.06698086,0.10292638,-0.00011487
61.27850151,24.67837069,0.08508343,0.10326099,0.01290396
59.37078004,28.14846901,0.09387496,0.08978817,0.03343481
62.01979811,21.67912160,0.07060088,0.07858505,-0.00238199
61.89788222,26.79474613,0.09211603,0.07913299,0.01197718
58.95023600,27.00378042,0.08187427,0.09163558,-0.01407490
4.45118531,25.79786139,0.07601554,0.07431634,-0.01170440
57.17682883,29.28582252,0.07922369,0.07512156,0.00958596
61.86751858,31.52722009,0.06684983,0.08474797,-0.01734370
3.64857278,37.71948877,0.06883137,0.07331234,0.01229292
2.20076379,31.42583450,0.08917733,0.07422996,0.00884388
63.12634478,33.07546996,0.08096274,0.08829634,0.00317162
62.29699860,36.21934623,0.08805214,0.06805579,-0.01176503
0.45841323,44.89414472,0.07251737,0.06737151,-0.00861111
0.47301834,41.21685464,0.08524469,0.08109320,0.01710366
2.53693567,41.90145396,0.07751567,0.09381463,0.02685997
3.94787848,46.10344795,0.07570576,0.09505240,-0.01078940
62.60841780,42.55081461,0.09176481,0.08223832,0.01475105
0.57105716,47.56102210,0.06294897,0.08586295,0.00242842
62.83042694,37.93199757,0.08759118,0.09271924,0.02748042
0.31477427,43.24373682,0.10410861,0.07245035,0.01061713
1.81412932,45.92066316,0.07649013,0.08111098,-0.01709924
3.05858624,43.09310800,0.08949828,0.07672377,0.01770309
1.09459215,52.44482100,0.08477315,0.06616287,0.00438041
61.38642698,51.97427536,0.07397264,0.07529053,-0.00791932
6.12096257,49.35306660,0.06922303,0.08760782,-0.00065568
60.30933590,50.47821159,0.08298360,0.06938331,0.00812132
61.78886063,57.46296575,0.04648589,0.09175990,-0.00217287
5.12538549,57.08765760,0.08720759,0.05920656,0.00452037
61.91890550,61.17277740,0.08576247,0.05473348,-0.00225825
60.89442380,59.60724965,0.07460329,0.11164660,-0.00297201
62.60005098,57.76296766,0.07637314,0.09494439,-0.01942336
3.41816155,54.29327236,0.06270513,0.07233997,-0.00133518
61.27035186,3.72953995,0.09459260,0.07347256,-0.01922860
5.78422322,62.12868811,0.08113855,0.07825709,-0.00234839
4.04809111,2.83498250,0.07685810,0.08587146,-0.01002796
3.11923809,0.49850483,0.08004255,0.05301278,-0.00062187
2.40453520,3.28903057,0.06987224,0.07622313,0.01487965
62.49918695,7.44635043,0.06857639,0.09529730,0.01342495
1.86367698,8.13481835,0.06725675,0.09621917,-0.00838316
3.55380543,8.20393639,0.06442688,0.09755429,0.00371674
0.16273976,7.70235467,0.07571677,0.10688813,-0.00725543
4.25916033,10.16125376,0.08801873,0.08903319,-0.00703029
4.40549806,7.82364413,0.08112027,0.06998197,0.02169626
61.27487299,13.75074769,0.08027820,0.08100174,-0.00862329
61.91269965,12.90454458,0.07687645,0.08468148,0.00704116
0.77046128,17.14525824,0.12837419,0.06613723,-0.00811130
0.26298787,10.69088462,0.06627524,0.07384812,-0.01367645
2.34948193,18.69029757,0.09133872,0.07168652,-0.00295829
5.29849497,20.77754700,0.08817722,0.09191756,-0.00926561
1.87881631,15.18692005,0.07564474,0.07370418,-0.00485077
3.07351294,16.98015916,0.07452737,0.09855043,0.01722274
0.27278860,23.72015854,0.08942293,0.07049860,0.00000424
4.43333315,26.76312064,0.10126806,0.08213343,0.02131638
1.54020954,17.86754689,0.07670777,0.09301463,0.00692442
55.64145031,27.64497250,0.09836244,0.07618585,-0.02038276
5.25746510,25.11277964,0.09069815,0.09840062,0.01072944
62.64056246,26.15430987,0.06852437,0.05873216,0.00601174
