6.34684938 0.29392897
2.77470891 200.85669832
202.27113769 9.16665237
201.27289201 7.49013924
199.99825062 7.41158827
199.28278530 8.05985519
0.96844753 12.29335440
192.74477623 13.32109464
198.05740270 13.52664269
199.92709937 13.75195497
3.24133460 3.06778880
1.85687363 10.75753101
1.09098579 18.91042041
200.23580092 22.62767780
198.86063704 17.26888207
198.01392139 15.78767122
1.32815662 19.85910371
2.60887907 19.87491509
0.60478560 22.58261534
5.71186402 24.58275596
202.11003545 23.23309586
1.26095822 25.55515634
201.87479203 26.43774804
199.91187300 27.34405681
202.29128772 32.33808381
5.31657932 35.30683008
1.13051426 38.64698585
6.04785603 35.78117172
2.10615598 36.23448423
4.22954637 38.89601522
199.94291076 39.62333908
5.87141674 42.61169147
200.07730756 45.11384367
200.16031735 41.52070568
199.37370078 48.66350034
4.97247607 41.63059483
200.77300864 47.16141845
0.28730399 53.89944158
3.24133460 50.22882778
0.30041638 51.05892567
197.78070341 59.05948815
1.65229008 46.71474673
198.50012158 58.33216429
1.43488349 50.84151908
195.40646534 60.53532313
198.82425504 55.57702988
1.05541017 58.11871055
202.19319545 64.56928263
4.09910242 63.27717598
2.24804738 60.12991914
1.49417619 64.88993759
3.88960152 64.04402831
2.74722872 66.27738691
201.01413232 70.60180161
201.07829019 71.57894541
0.56961475 71.38035437
201.60128190 78.73865826
200.57131857 75.07515959
199.13671969 76.91860935
201.56357806 79.63801002
4.35999032 71.84299559
2.92115399 75.37684088
2.19778297 77.94223863
0.79056942 82.21526632
5.48128655 83.80035799
0.88989814 80.00768028
4.11298482 86.03213545
1.56137459 81.44841398
5.24147522 86.03371659
0.78661657 87.67414813
2.27721939 83.94503220
202.30671331 98.14618871
3.59313799 87.02983405
4.88571898 90.86014287
198.59498991 99.71056747
196.86364289 93.41763493
2.43890665 93.13302994
3.87774298 96.45342148
2.59265659 99.40698882
201.69797486 100.61181661
200.48049796 103.22860137
200.09707179 102.22457821
9.11468033 106.10406045
4.44695296 108.11036751
200.72962219 109.27898722
196.75691602 104.07055780
4.79875635 107.00357033
201.56479395 103.69630224
1.17004273 110.61647255
200.85997128 118.53007240
201.59520084 113.49809807
201.19596328 119.44318007
199.46066342 117.57348341
199.82432535 118.62889357
201.83622806 118.35203616
201.83622806 119.96796005
